101664,Logan,2017-05-19,4,"Although there's an expectation for Logan to give a cold shoulder\, the film could have been elevated had emotion been seen earlier than later.",true
101683,Logan,2017-03-04,3,"Although this movie strives to be an Unforgiven or True Grit with a comic book lead\, it just doesn't cut it -pun intended. Too many plot holes and inconsistent character motivations lead to a movie that has a few cool scenes but no coherence. Despite the poor script\, several of the performances are entertaining\, but not enough to make this movie feel like less of a 2 1/2 hour road trip to nowhere.",true
101740,Logan,2017-06-09,4,"A marvelous film\, pun intended. Never has there been such depths explored in a comic character\, and the heartbeats we feel throughout this film stick with us long after the experience. The team truly embraced the \""R\"" rating\, making this cinematic adventure all the more raw\, compelling\, and unique. For those of us who grew up with Hugh Jackman in the role of this iconic character\, the movie evokes a rich sentimentality. Despite the disillusioned\, drunk\, detached version of Logan we find here\, he is always our wild hero.",true
101766,Logan,2017-03-04,5,"A masterpiece. Definitely in my top three. With Jackman saying this is his last time to play the Wolverine\, I can't imagine a better tribute/ending to a childhood favorite.",true
101770,Logan,2017-08-02,5,A masterpiece in the comic book genre,true
101772,Logan,2016-11-10,5,"A Masterpiece! Logan is by far the best superhero movie ever made.You will leave the cinema speechless.The acting from Hugh Jackman is the best of his career. Amazing acting\, beautiful cinematography\, perfect directing this is a movie worth watching. The superhero movie we deserve. My Favorite Movie Of All Time !",true
101774,Logan,2017-03-08,5,A masterpiece my favorite comic book movie.,true
101775,Logan,2017-06-07,5,A masterpiece of a film.,true
101776,Logan,2017-03-07,5,A masterpiece of a film with Hugh Jackman on the top of his performance as he again portrays Wolverine. His interaction with Dafne Keen as Laura Kinney/X-23 make this the best comic book adaptation so far.,true
101785,Logan,2017-03-08,5,a masterpiece that culminates the story of a great character.,true
101786,Logan,2017-12-16,5,A masterpiece that was everything I hoped it would be. Hugh Jackman gives an emotional and heavy performance that kept me gripped throughout the entire film. It brought tears to my eyes and I wouldn't change a thing.,true
101787,Logan,2017-03-03,5,A masterpiece. The ending that Hugh Jackman's Wolverine deserves. A fitting end to a legacy that lasted almost 2 decades.,true
101792,Logan,2017-03-07,5,A masterpiece to simply to put it. The Best CB movie ever made .???????????????? and Hugh jackman is a legendc,true
101793,Logan,2016-12-28,5,"A masterpiece... with themes of fatherhood\, aging\, frailty and in the midst of pain and fear\, courage.  Thanks go to Hugh Jackman for providing my generatio  with a worthy depiction of a complicated\, wonderful character that is very close to my heart.",true
101799,Logan,2017-02-28,5,A-MAZE-ING. Go watch it as soon as humanly possible.,true
101809,Logan,2019-08-04,5,Amazing acting and plot,true
101810,Logan,2017-02-24,5,Amazing acting and story line,true
101813,Logan,2017-04-25,5,"Amazing acting\, great action and amazing character study makes this wolverine farwell not just the greatest x men movie ever but one of the best comic book movies ever",true
101814,Logan,2017-09-04,5,"Amazing acting\, great action\, great characters\, great music\, and just an awesome heartbreaking farewell to honestly my favorite character of all time.",true
101816,Logan,2017-03-03,5,"Amazing acting\, moving storyline that really strikes home.",true
101836,Logan,2017-03-04,5,"Amazing\, amazing stuff. One of the best films I've seen\, and not just one of the best comic book movies. This is The Dark Knight good. This is There Will Be Blood good. This is Oscar worthy stuff all around\, from directing\, to writing\, to Hugh and Patrick. It is so filled with material and heart\, I really hope there will be more of this\, and less of the world ending explosions type of movies in the future.",true
101837,Logan,2017-03-04,5,Amazing!  A must see movie.,true
101839,Logan,2017-03-04,5,Amazing a must watch for all Wolverine fans!,true
101844,Logan,2019-04-26,5,Amazing and awesome I loved this movie definitely recommend it and of course it gets an A+,true
101853,Logan,2017-03-05,5,Amazing and heartbreaking. My favorite X-Men movie.,true
101854,Logan,2017-02-05,5,amazing and heartfelt from start to finish. what a amazing cast.,true
101866,Logan,2017-03-06,5,Amazing and touching. Haven't had a dry eye for hours. I wish it wasn't the end but it was beautiful,true
101885,Logan,2017-03-05,5,AMAZING...BEST FILM OF THE YEAR!! ENOUGH SAID...,true
101886,Logan,2017-03-03,5,"Amazing\, best marvel film i've seen ??",false
101887,Logan,2017-01-04,5,amazing !!!! best marvel film yet !!,false
101892,Logan,2017-03-11,5,amazing best of all the xmen and associated movies,true
101908,Logan,2017-03-12,5,Amazing! Brilliant performance by Hugh Jackman. Heartfelt and going out like a boss.,true
101922,Logan,2017-03-07,5,Amazing. Cash's When the Man Comes Around is a perfect way to close with the credits.,true
101947,Logan,2016-12-21,5,Amazing dramatic end ??,true
101977,Logan,2017-01-06,5,"Amazing film and that's pretty much all there is to say. Probably better than any mcu film and definitely more emotional than any film I've ever seen. This movie will pick with your feelings whether you want it to or not. There's happy parts\, funny parts\, sad parts\, and very violent parts which are some of the highlights of the film! I would say it is VERY VERY VERY VERRRRY CLOSE TO BEING AS GOOD AS THE DARK KNIGHT. I would call it fox's The Dark Knight. Not for kids however do not take them to see this unless you feel like they can handle lots of profanity\, lots of gory violence\, and very mature subjects which could fly over there head but still. It is a very adult film. Possibly the most adult CBM I've ever seen. If I could rate this higher I would. And if any cbm deserves an oscar for best director or actor then LOGAN deserves every bit of it!",true
101980,Logan,2017-06-26,5,Amazing film best x men film,false
101981,Logan,2017-06-02,5,Amazing film... best X-Men movie hands down.,true
102003,Logan,2017-03-24,5,Amazing film. I have no other words.,true
102009,Logan,2018-02-01,5,Amazing film. It's a disgrace they got only one nomination.,true
102016,Logan,2017-06-22,5,Amazing film just loved the film. Wondeful tribute to hugh jackman. I wish that they could have come up better script for all other wolverine movies that they had. Ending with high note and emotional not.,true
102031,Logan,2017-03-06,5,Amazing film. Oscar nods should abound!,true
102050,Logan,2018-12-24,5,amazing film. you don't have to be a fan of super hero movies to find this movie amazing.,true
102052,Logan,2017-03-03,5,Amazing final chapter ð??¢,true
102072,Logan,2017-03-04,5,Amazingggggg performance!!!!!,false
102076,Logan,2017-02-23,5,"Amazing\, Go see it. Go.",false
102078,Logan,2017-03-13,5,amazing.  graceful exit for the character and a nice high note for Hugh Jackman to walk away on from his signature character.  It's the Unforgiven for the superhero set.,true
102088,Logan,2017-03-17,5,"Amazing\, gritty\, sad\, deep\, thrilling and wonderful. This may be the best \""comic book movie\"" ever.",true
102096,Logan,2017-01-13,5,"Amazing\, hopeful\, and heartbreaking all at the same time. Jackman does his best job yet as Wolverine.",true
102097,Logan,2019-06-11,5,Amazing! How all future x-men films should be made,true
102100,Logan,2017-03-03,5,Amazing!!! Hugh Jackman gives his best performance as Wolverine.,true
102103,Logan,2017-02-19,5,Amazing! I can watch this movie over and over again. Excellent performance by Hugh Jackman!!,true
102141,Logan,2017-03-23,5,"amazing it had everything you could want. lots of well choreographed action\, wonderful chemistry and acting that touched you\, interesting characters\, and it looked and sounded great too.",true
102149,Logan,2017-03-29,5,Amazing just amazing,false
102150,Logan,2017-03-18,5,Amazing just AMAZING,false
102151,Logan,2017-03-07,5,Amazing. Just amazing,false
102162,Logan,2017-03-11,5,Amazing! Loved it but so sad!,true
102176,Logan,2017-03-03,5,"AMAZINGLY brutal but still has a heart. Thank you Deadpool for showing Hollywood that and R rated Super hero movie can work. Though this is only a Super Hero movie in name not in reality\, in reality its a story of a broken man dealing with his own demons in a world that has forgotten him.",true
102178,Logan,2017-07-10,5,Amazingly cool take on the character of the Wolverine.  Logan manages to be both emotionally impactful and action packed.  I couldn't take my eyes off the screen.  Great introduction to a new young character.  Logan is easily one of the best X-Men films and one of the best superhero films ever.,true
102184,Logan,2017-05-27,4,Amazingly great end to the Logan story.,true
102205,Logan,2017-03-06,4,"Amazing! More of a gritty full on movie\, well acted and Well done\, and a great script\, Wolverine the beast still our beast\, and always will be\, the film fans wanted a great movie\, and deserved finally got one!",true
102224,Logan,2017-03-03,5,Amazing movie and I couldn't recommend it enough. It hits on so many emotional levels.,true
102229,Logan,2017-03-20,5,Amazing movie and story line,true
102233,Logan,2017-05-25,4,"amazing movie\, a week end somehow\, but in the end a great and heartfelt end for Hugh Jackman's run as The Wolverine.",true
102239,Logan,2017-04-10,5,Amazing movie. Best Wolverine movie. X-Men First Class is still my #1 and this is my #2.,true
102259,Logan,2017-03-12,5,"Amazing movie. Deep\, dark\, and gritty. Fantastic finale for Jackman.",true
102284,Logan,2017-03-13,5,Amazing movie from start to finish. It was exiting and fun to watch.,true
102301,Logan,2016-10-21,5,Amazing movie had a hard on the whole time,true
102312,Logan,2017-03-06,5,amazing movie i cant belive how sad and amazing it was,true
102322,Logan,2016-12-18,5,AMAZING MOVIE!!!! I loved every second of it.,true
102323,Logan,2017-12-18,5,"amazing movie\, I loved it.",true
102328,Logan,2017-06-26,5,"Amazing movie ! Incredible  acting from the 3 main actors \, especially Hugh! He deserves the Oscar for his performance .This is comicbook movie gold  .\nTo the people complaining about the violence : You can suck the middle claw from all Wolverine fans around the world !",true
102329,Logan,2017-02-28,4,Amazing movie indeed,false
102339,Logan,2017-02-27,5,Amazing movie it's just really dam good. Going for R rated rating is best thing they could have done this is how wolverine should be,true
102352,Logan,2017-03-03,5,"Amazing movie. Jackman and Stewart slay it. Great cast\, great story. The wolverine I have always wanted.",true
102353,Logan,2017-05-22,5,Amazing Movie !!! Keep track of X Men !! ????,true
102361,Logan,2017-03-26,5,Amazing movie. Loved every second of it.,true
102369,Logan,2017-03-04,5,"Amazing movie man I'll miss him as wolverine till I die\, 17 years of this they're both amazing",true
102372,Logan,2017-03-09,5,Amazing movie.  Much better than Deadpool.,true
102381,Logan,2018-03-13,5,Amazing movie. Nothing else to say,true
102382,Logan,2017-03-09,5,Amazing movie ! Not just another super hero film.,true
102388,Logan,2017-03-05,5,Amazing movie one of Hugh Jackman best movies ever but also with a sad ending but worth watching,true
102391,Logan,2017-03-12,5,"Amazing movie. One of the best\, if not the best.",true
102446,Logan,2017-03-05,5,"Amazing movie!  Thoroughly depressing.  But still a must see.  The most well acted and deepest story of any of the X-Men movies.  Very violent.  It's R for a reason.  \n\n(And no\, I am not on FB.  Writing this in Rotten Tomatoes :P )",true
102479,Logan,2017-03-28,5,Amazing my favourite superhero movie and if It isnt my favourite of all its one of them,true
102482,Logan,2017-03-05,5,Amazing.....my new favorite super hero....loved that Lil Girl,true
102488,Logan,2018-06-02,5,amazing. no doubt the best comic movie ever made,true
102492,Logan,2019-06-11,5,"Amazing.  Not 100% perfect (the young mutants are a bit less than compelling) but Stewart and Jackman have the best dysfunctional father-son dynamic in recent memory\, Jackman and Keen have the best dysfunctional father-daughter dynamic in recent memory\, Merchant is terrific with a realistic portrayal of a bad-mutant-gone-good\, and the dialogue is perfect if not at times ironic \""What I am about to show you is illegal (pause) in the United States and Canada\"".   ",true
102500,Logan,2017-03-05,5,Amazing! One of the best films I've seen recently.,true
102502,Logan,2017-08-02,5,Amazing! One of the best marvel movies ever.. definitely in my top 5!,true
102517,Logan,2017-01-06,5,"Amazing performance\, bloody as hell. And they even managed to put in some emotional scenes perfectly.",true
102518,Logan,2017-01-21,5,Amazing performance by Hugh Jackman. Great movie!,true
102519,Logan,2016-12-25,5,Amazing performance of the Wolverine. Back to back action with a good plot.,true
102522,Logan,2017-02-26,5,"Amazing Performances\, awesome action and very moving moments. Logan isn't just the best FOX MARVEL movie\, it is arguably the best comic book movie ever made.",true
102523,Logan,2017-03-05,4,"Amazing performances from Jackman and Stewart\, and a stunning find in Dafne Keen.",true
102530,Logan,2018-12-25,5,Amazing. Poetic. ï¿ 1/2 Just amazing!,true
102531,Logan,2017-01-16,5,Amazing.  Possibly best X-Men movie.,true
102534,Logan,2017-03-10,5,"Amazing\, raw\, gritty and just what you want a Wolverine movie to be. Cast was amazing\, Hugh and Patrick were awesome but with the introduction of Boyd Holbrook and Dafne Keen who with her facial expressions can say so much without uttering a word\, made it even better. The story sucks you straight in and keeps you intrigued right to the bitter end",true
102542,Logan,2016-12-31,4,"Amazing\, sad\, meaningful\, surreal.",false
102552,Logan,2017-03-10,5,Amazing send off!!! Hugh will always be the best Wolverine...Thank you for doing it with some rated R gusto!!!! I want to see it again!!!,true
102563,Logan,2016-10-03,5,"Amazing\, spectacular\, dark\, sad\, funny\, and VERY BLOODY AND GOREY. Defiantly a great way to end Hugh's career as The Wolverine",true
102566,Logan,2017-02-24,5,Amazing start to finish...,true
102606,Logan,2017-03-05,5,AMAZING! The movie had my full attention from the beginning to end. Loved it. Freaking 5 Stars,true
102608,Logan,2020-11-13,5,AMAZING the movie we needed from Hugh,true
102622,Logan,2017-03-02,5,"Amazing! This is the way wolverine should've been from the start! I'm just glad they finally made it\, best wolverine movie!",true
102626,Logan,2017-03-04,5,Amazing. This was a fitting ending for such an iconic character. Hugh Jackman took the Wolverine/Logan part and made it his own. For over 17 years he shaped and molded it and no one should ever try to replace him. If you are fan of Jackman or of X-Men I highly recommend this film. (IMO: it is too violent/bloody for small children),true
102654,Logan,2017-03-13,4,Amazing way to wrap it all up!,true
102657,Logan,2017-06-14,5,Amazing.... what a great way to end a franchise...this is what fans and movie goers wanted; an R rated wolverine movie,true
102660,Logan,2017-03-05,5,"Amazing. What a shame that more wolverine/marvel movies aren't rated R. They are so much more realistic and gritty. Hugh Jackman is superb as usual\, as well as the rest of the cast! Lots. Of fun to watch\, but sad to say goodbye to Logan!",true
102666,Logan,2017-03-06,5,Amazing! You have to go see this movie.,true
102673,Logan,2017-03-02,4,"Ambitious\, visceral\, and poignant\, its strong characters and devoted performances lifts it above the stumbles in its plot. Definitely not a perfect film but it sets a new standard\, hopefully pioneering a new trend in a worn-out industry",true
102677,Logan,2018-09-10,5,a me cry a i love movie ever,false
102798,Logan,2017-03-04,4,"A moderately entertaining action-adventure offering that's a stand-alone story from the \""X-men\"" franchise. While a bit more gratuitous than I typically care for\, and with an overlong middle section that could have benefited from some considerable chopping\, the film nevertheless delivers a compelling story with good action sequences\, ample humor and familiar characters seen in an unfamiliar light. Fans of the series will undoubtedly enjoy this the most\, but even casual movie goers are likely to find a fair amount of entertainment value here.",true
102809,Logan,2017-03-05,5,"Among the best Marvel movies\, best super hero movies ever. Don't miss it.",true
102823,Logan,2017-02-12,4,A more violent and sader version from the other X-men movies.,true
102827,Logan,2017-03-29,5,A move that gets you emotionally invested this is the beat movie I have seen since Django Unchained a must watch,true
102834,Logan,2018-01-01,5,A movie about superhero mutants that is incredibly human. Jackman and Stewart with eye watering performances. The makers of this film completely defy the template of superhero movies... and that God for that,true
111562,Logan,2017-03-26,4,Buen guiÃ³n \nBuen desarrollo de la pelÃ­cula \nBuenos efectos \nBien desarrollada. \nA Mi punto de vista es buena pelÃ­cula pero la estÃ¡ sobreestimando.,false
102857,Logan,2017-02-23,4,A MOVIE OF A BROKEN MAN JUST TRYING TO LIVE HIS DAYS IN EXILE WITH HIS FRIENDS AS THEY ARE PULED BACK IN TO THE MUTANTS FIGHT AND END,true
102864,Logan,2017-03-04,5,A++ movie.  Remarkably well done.,true
102897,Logan,2017-03-03,5,A movie that gives you something to think about the meaning of life. A really diferent kind of superhero movie.,true
102935,Logan,2017-10-07,4,A movie that was well produced and well acted but rather boring as there was nothing to remember after watching it and absolutely zero reason to re-watch. The death of a major character was also just breezed through bizarrely.,true
102965,Logan,2017-03-02,5,"A movie worthy of the title of Wolverine\, except that title was already taken twice in movies that had mixed reviews (I personally loved both of them)\, so they decided to change the name to Wolverine's real name to see if it helps with ratings. Yes. yes\, it did.",true
102973,Logan,2017-03-27,4,"A moving film about friendship\, family\, love\, regret\, death and dying\, grief\, hope\, and pain that just happens to be a super hero movie that looks and feels more like a science fiction movie.",true
102979,Logan,2016-12-12,5,"A much needed deviation from the boring\, safe formula almost always used to craft superhero movies these days\, Logan breaks the mold and charts new ground for the genre. While  it may seem heretical to studio executives to do what this film did\, Logan has earned all of the emotional risks it takes. After nearly 20 years of growing up with these X-Men\, it's hard not to get choked up seeing it all come to an end\, but what a note to end on.",true
103006,Logan,2017-03-04,5,a must see movie especially if you love the x-men world!!,true
103008,Logan,2017-01-25,5,A must see movie if your a Wolverine fan,true
103022,Logan,2017-08-31,5,A must watch. Very good little actor they hired,true
103023,Logan,2017-04-02,5,A mutant version of Shane with excellent performances all round superb night at the cinema.,true
103086,Logan,2017-02-18,5,An absolutely amazing film. Never have I been so moved by a superhero film. An absolute must see.,true
103090,Logan,2017-06-28,5,"An absolutely amazing movie. It is my favorite superhero or action movie ever. I say (write) action reluctantly because even though it would be catogarized as action there is so much more to it. Not to hate on action movies in any way\, it's just that this movie really does have layers upon layers of things that have been sorely lacking in the last two Wolverine movies. The acting\, editing\, set\, direction\, casting\, soundtrack\, everything was fantastic and far exceeded my expectations.",true
103106,Logan,2017-03-03,5,An absolutely fantastic and flawless ending to Wolverine.,true
103109,Logan,2020-10-17,5,An absolutely great movie!,true
103112,Logan,2017-03-13,5,"An absolutely moving experience that any movie fan should see. I have never said this about any other movie\, but there is literally nothing wrong with this movie.",true
103113,Logan,2017-03-13,5,"An absolutely moving experience that any movie fan should see. I have never said this about any other movie\, but there is literally nothing wrong with this movie.",true
103117,Logan,2017-03-01,5,"An absolutely stellar performance from Hugh Jackman in his final outing as the titular \""Wolverine.\"" A fitting end to his seventeen year run as the character. Patrick Stewart was a witty\, yet empathetic \""Charles Xavier.\"" The duo ushered in a era of super hero movie dominance\, it is fitting that their exodus would come together.",true
103121,Logan,2017-03-11,5,An absolute masterpiece.,false
103125,Logan,2017-03-04,5,An absolute masterpiece. No way around it. James Mangold's best film.,true
103128,Logan,2017-04-10,5,"An Absolute Masterpiece. The Single Greatest Comic Book Film we have ever seen\,The Unforgiven of the Comic Book Film Genre.",true
103129,Logan,2017-03-05,5,"An absolute masterpiece. This is most certainly the most moving and emotionally stellar movie in the X-Men franchise\, if not the comic book genre itself. This is proof that your typical comic book movie can be so much more.",true
103176,Logan,2017-03-03,3,An admirably commendable treatment that paints itself into an inescapable  moral quandary.,true
103185,Logan,2017-10-01,4,An agressive yet depressing look at the final days of a worn out X-men that gives Wolverine an honorable Hero's ending.,true
103186,Logan,2017-02-05,3,"An aimless action packed finish to the wolverine saga. This is a wolverine movie arguing why it's no ordinary superhero movie...so what? It's no different than the other wolverine movies and offers nothing new here. So if you're okay with seeing the same old growling and slice and dice from Hugh Jackman\, Logan might satisfy you",true
103194,Logan,2017-03-05,5,An all-time classic movie.,false
103196,Logan,2017-02-24,5,An almost-perfect ending for a great franchise.,true
103217,Logan,2017-03-02,5,An amazing conclusion to Hugh Jackman's wolverine! Very emotional but unbelievably a truly great film. Whether your a X-men fan or not everyone can enjoy it! Well done to all who worked on it! :D,true
103218,Logan,2018-05-28,5,an amazing dark film,false
103219,Logan,2017-04-28,5,An amazing end to Hugh Jackman's run as Wolverine. The rated R didn't feel like it was rated R just to be rated R but instead was just an added bonus.,true
103233,Logan,2017-03-17,5,"an amazing film\, the wolverine we were waiting to see. Patrick Stewart has some shining comedy moments too. x-23 was awesome too and for a kid the acting was on spot.jackman was awesome too and evoked an emotional response. a great send off to an iconic portrayal of wolverine",true
103234,Logan,2017-11-24,4,An amazing finish to Hugh Jackman's Wolverine,true
103243,Logan,2017-06-03,5,An amazingly crafted movie. Finally the wolverine movie fans deserve. It's R rated action scenes and great plot are some of the many reasons Logan stands out from not only the X-men movies but superhero movies in general. Jackman's last performance as Wolverine should be remembered fondly by fans everywhere,true
103244,Logan,2018-08-24,5,An amazingly grounded film that does not rely on other characters to tell its own story full of heart. It's the first true Wolverine movie.,true
103270,Logan,2017-02-19,5,"An amazing movie. Not just a superhero movie\, an amazing movie in general.",false
103272,Logan,2017-03-05,5,An amazing movie! Outclassed all the x-men movies,true
103284,Logan,2017-04-18,5,An amazing revolution of superhero movies doing the same as deadpool in adding a new type of genre to the over saturated market of super hero movies,true
103289,Logan,2016-10-31,5,"An amazing stand alone story not only for marvel lovers\, but for anyone who loves and admires movies in general. With it's amazing characters and story\, this film is sure to become a classic. Also the films \""Last of Us\"" feel\, a certain sense of lost hope and isolation adds to an especially significant aspect of Logan's narrative.",true
103295,Logan,2017-03-15,5,An amazing superhero movie that combines a nice action movie with a good Western-like film.,true
103303,Logan,2017-03-28,4,"An amazing way to finish a cicle: discovering not only the pain of carrying the powers\, but also the pain of humanity. Jackman\, as always\, achieved to portray the wolverine in an amazing way but who really made the story legendary was Laura (Dafne Keen). Cheers!",true
103310,Logan,2017-03-10,3,an anticlimactic end to an epic run. the character of Logan and professor x play vulnerable very well in this movie. but from my point of view it was lacking a good villain. There was little or no back story as to how they ended up where they are. I feel like it wasn't set up terribly well. amazing performances from the cast involved however without giving anything away I was disappointed with this movie,true
103331,Logan,2017-03-06,3,"An average film by all standards\, does not bring anything new or\, what's worse\, very little entertainment. A clear attempt to dress up a shallow plot  in overserious theme draping.",true
103350,Logan,2017-02-01,5,An awesome ending for wolverine,false
103378,Logan,2017-03-04,5,An awsome send off for Hugh. Many things were done very well in this movie and i would highly recommend it to others,true
103380,Logan,2017-05-28,4,"Anchored by Hugh Jackman's best performance as the titular character\, \""Logan\"" pulls no punches in its brutal yet somber depiction of the X-Men universe\, and subverts the typical superhero fare into a substantially more affecting piece.",true
103382,Logan,2017-05-15,5,And a chapter of our childhood comes to a close. It was a honor watching Hugh portray Wolverine one last time after 17 years in the role.,true
103388,Logan,2017-03-16,4,"And Hugh Jackman gets the sending off he deserves\, they finally did justice to the wolverine character in this final solo act\, it's bloody as it should\, action is great and it's emotional when it needs to be... Can't help to think it could have been better with some more clever dialogue and some plot points that weren't really thought of\, but overall\, it was really great",true
103390,Logan,2017-11-20,5,"And in the end at the third attempt a great Wolverine movie! Indeed arguably the best superhero film to date with a script  that pushes into new territory and moves life\, love and death center stage.",true
103398,Logan,2017-04-19,5,And now for something completely different...\nThis is not your father's Wolverine.,true
